pibs_payload/msg_num,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/wifi_qual,pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/wifi_sig
138,41.73966833,-86.0982,circle1,blue,232.4,20/70,b827ebefdb50,1539731645,-90
139,41.73969833,-86.09815333,circle1,blue,231.9,20/70,b827ebefdb50,1539731648,-90
140,41.73973167,-86.098115,circle1,blue,232.7,20/70,b827ebefdb50,1539731651,-90
141,41.73976,-86.09808,circle1,blue,234.2,17/70,b827ebefdb50,1539731654,-90
142,41.73977833,-86.09805667,circle1,blue,234.5,24/70,b827ebefdb50,1539731658,-86
143,41.73983,-86.09801167,circle1,blue,235.1,24/70,b827ebefdb50,1539731661,-86
144,41.73986,-86.09798167,circle1,blue,234.9,18/70,b827ebefdb50,1539731664,-91
145,41.73988167,-86.09795,circle1,blue,234.8,20/70,b827ebefdb50,1539731667,-90
146,41.739935,-86.09790667,circle1,blue,235.2,22/70,b827ebefdb50,1539731670,-88
147,41.73998833,-86.09787333,circle1,blue,234.8,22/70,b827ebefdb50,1539731674,-88
148,41.74001333,-86.09785833,circle1,blue,234.2,33/70,b827ebefdb50,1539731677,-78
149,41.74007333,-86.09781667,circle1,blue,233,38/70,b827ebefdb50,1539731680,-71
150,41.74011667,-86.09779833,circle1,blue,233.2,35/70,b827ebefdb50,1539731683,-79
151,41.74016667,-86.09778333,circle1,blue,233.9,37/70,b827ebefdb50,1539731686,-72
66,41.73974,-86.09933333,circle1,green,235.8,64/70,b827ebf014ce,1539731173,-46
67,41.73974,-86.09933333,circle1,green,235.8,67/70,b827ebf014ce,1539731176,-45
68,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731179,-45
69,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731182,-44
70,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731185,-49
71,41.73974,-86.09933333,circle1,green,235.8,66/70,b827ebf014ce,1539731188,-48
72,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731192,-45
73,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731195,-48
74,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731198,-46
75,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731201,-47
76,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731204,-48
88,41.73974,-86.09933667,circle1,green,236,62/70,b827ebf014ce,1539731242,-49
89,41.73973833,-86.09933667,circle1,green,236.1,61/70,b827ebf014ce,1539731245,-48
90,41.73973667,-86.09933667,circle1,green,236.1,62/70,b827ebf014ce,1539731249,-49
91,41.739735,-86.09933667,circle1,green,236,61/70,b827ebf014ce,1539731252,-48
101,41.73974333,-86.09933333,circle1,green,235.2,62/70,b827ebf014ce,1539731283,-46
103,41.73974333,-86.09933333,circle1,green,235.2,62/70,b827ebf014ce,1539731290,-48
110,41.73974333,-86.09933333,circle1,green,235.2,63/70,b827ebf014ce,1539731312,-47
111,41.73974333,-86.09933333,circle1,green,235.2,62/70,b827ebf014ce,1539731315,-47
116,41.73974333,-86.09933333,circle1,green,235.2,63/70,b827ebf014ce,1539731331,-47
117,41.73974333,-86.09933333,circle1,green,235.2,63/70,b827ebf014ce,1539731334,-48
118,41.73974333,-86.09933333,circle1,green,235.2,59/70,b827ebf014ce,1539731337,-48
119,41.73974333,-86.09933333,circle1,green,235.2,60/70,b827ebf014ce,1539731340,-50
120,41.73974333,-86.09933167,circle1,green,235.2,64/70,b827ebf014ce,1539731343,-47
121,41.73974333,-86.09933167,circle1,green,235.2,64/70,b827ebf014ce,1539731347,-48
123,41.73974333,-86.09933167,circle1,green,235.2,63/70,b827ebf014ce,1539731353,-46
124,41.73974333,-86.09933167,circle1,green,235.2,63/70,b827ebf014ce,1539731356,-50
125,41.73974167,-86.09933167,circle1,green,235.2,62/70,b827ebf014ce,1539731359,-46
126,41.73974167,-86.09933167,circle1,green,235.2,62/70,b827ebf014ce,1539731362,-49
127,41.73974167,-86.09933167,circle1,green,235.2,64/70,b827ebf014ce,1539731366,-48
128,41.73974167,-86.09933167,circle1,green,235.2,64/70,b827ebf014ce,1539731369,-46
129,41.73974167,-86.09933167,circle1,green,235.2,60/70,b827ebf014ce,1539731372,-52
130,41.73974167,-86.09933167,circle1,green,235.2,57/70,b827ebf014ce,1539731375,-50
131,41.73974167,-86.09933167,circle1,green,235.2,59/70,b827ebf014ce,1539731378,-49
132,41.73974167,-86.09933167,circle1,green,235.2,60/70,b827ebf014ce,1539731381,-54
133,41.73974167,-86.09933167,circle1,green,235.2,60/70,b827ebf014ce,1539731385,-49
134,41.73974167,-86.09933167,circle1,green,235.2,63/70,b827ebf014ce,1539731388,-49
135,41.73974167,-86.09933167,circle1,green,235.2,62/70,b827ebf014ce,1539731391,-51
137,41.73974167,-86.09933167,circle1,green,235.2,67/70,b827ebf014ce,1539731397,-47
138,41.73974167,-86.09933167,circle1,green,235.2,61/70,b827ebf014ce,1539731400,-60
139,41.73974167,-86.09933167,circle1,green,235.2,57/70,b827ebf014ce,1539731404,-50
140,41.73974167,-86.09933167,circle1,green,235.2,45/70,b827ebf014ce,1539731407,-61
141,41.73974167,-86.09933167,circle1,green,235.2,49/70,b827ebf014ce,1539731410,-61
142,41.73974167,-86.09933167,circle1,green,235.2,45/70,b827ebf014ce,1539731413,-63
146,41.73974167,-86.09933333,circle1,green,235.2,38/70,b827ebf014ce,1539731426,-84
147,41.73974167,-86.09933333,circle1,green,235.2,38/70,b827ebf014ce,1539731429,-77
148,41.73974167,-86.09933167,circle1,green,235.2,35/70,b827ebf014ce,1539731432,-80
150,41.73974167,-86.09933167,circle1,green,235.2,35/70,b827ebf014ce,1539731438,-80
151,41.73974167,-86.09933167,circle1,green,235.2,33/70,b827ebf014ce,1539731442,-75
152,41.73974167,-86.09933167,circle1,green,235.2,36/70,b827ebf014ce,1539731445,-77
165,41.73974167,-86.09933333,circle1,green,235.3,19/70,b827ebf014ce,1539731486,-91
193,41.73974,-86.09933167,circle1,green,235.4,35/70,b827ebf014ce,1539731574,-75
6097,41.739497,-86.099026,circle1,brown,777,70/70,b827eb4667a8,1539731014,-92
6102,41.739497,-86.099026,circle1,brown,777,70/70,b827eb4667a8,1539731018,-92
