pibs_payload/msg_num,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/wifi_qual,pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/wifi_sig
43,41.73974,-86.099335,circle1,green,235.7,15/70,b827ebf014ce,1539731100,-95
44,41.73974,-86.099335,circle1,green,235.7,15/70,b827ebf014ce,1539731103,-95
45,41.73974,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731106,-92
46,41.73974,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731109,-92
47,41.73974,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731112,-94
48,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731116,-91
49,41.73974,-86.099335,circle1,green,235.7,20/70,b827ebf014ce,1539731119,-90
50,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731122,-91
51,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731125,-91
52,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731128,-91
53,41.73974,-86.099335,circle1,green,235.7,15/70,b827ebf014ce,1539731131,-91
54,41.73974,-86.099335,circle1,green,235.7,17/70,b827ebf014ce,1539731135,-93
55,41.73974,-86.099335,circle1,green,235.7,58/70,b827ebf014ce,1539731138,-56
56,41.73974,-86.099335,circle1,green,235.7,56/70,b827ebf014ce,1539731141,-53
57,41.73974,-86.099335,circle1,green,235.7,57/70,b827ebf014ce,1539731144,-52
58,41.73974,-86.099335,circle1,green,235.7,64/70,b827ebf014ce,1539731147,-50
59,41.73974,-86.099335,circle1,green,235.7,65/70,b827ebf014ce,1539731150,-44
60,41.73974,-86.099335,circle1,green,235.7,64/70,b827ebf014ce,1539731154,-48
61,41.73974,-86.09933333,circle1,green,235.7,64/70,b827ebf014ce,1539731157,-47
62,41.73974,-86.09933333,circle1,green,235.7,66/70,b827ebf014ce,1539731160,-44
63,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731163,-46
64,41.73974,-86.09933333,circle1,green,235.8,66/70,b827ebf014ce,1539731166,-47
65,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731169,-49
66,41.73974,-86.09933333,circle1,green,235.8,64/70,b827ebf014ce,1539731173,-46
67,41.73974,-86.09933333,circle1,green,235.8,67/70,b827ebf014ce,1539731176,-45
68,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731179,-45
69,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731182,-44
70,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731185,-49
71,41.73974,-86.09933333,circle1,green,235.8,66/70,b827ebf014ce,1539731188,-48
72,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731192,-45
73,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731195,-48
74,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731198,-46
75,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731201,-47
76,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731204,-48
77,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731207,-48
78,41.73974,-86.09933333,circle1,green,235.8,60/70,b827ebf014ce,1539731211,-48
79,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731214,-48
80,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731217,-51
81,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731220,-51
82,41.73974,-86.09933333,circle1,green,235.8,58/70,b827ebf014ce,1539731223,-51
83,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731226,-50
84,41.73974,-86.09933333,circle1,green,235.8,64/70,b827ebf014ce,1539731230,-46
